startupId;startup;founder;fieldOfStudy;degreeName;fieldOfStudy_pt;degreeName_pt;start;end;schoolName;google_place_name;latitude;longitude;endereco;endereco_detalhe
zup-it-innovation;Zup IT Innovation;5eb2114aa7e8c4bce173dd3f;Business Administration and Management, General;Graduate;Administração e Gerenciamento de Negócios, Geral;Graduado;2008;2009;Ibmec Business School;Ibmec RJ CENTRO  Faculdade, Pós-Graduação e MBA;-22.9123586;-43.17401539999999;Av. Pres. Wilson, 118 - Centro, Rio de Janeiro - RJ, 20030-020, Brasil;3RQG+39 Centro, Rio de Janeiro - RJ
zup-it-innovation;Zup IT Innovation;5eb21150a7e8c4bce173dd41;Gestão de Marketing;Growth Hacking;Gestão de Marketing;Hack de crescimento;2017;2017;Gama Academy;Gama Academy;-23.5674139;-46.6844948;R. Cap. Antônio Rosa, 376 - Cj. 82 - Pinheiros, São Paulo - SP, 01443-900, Brasil;C8M8+26 Pinheiros, São Paulo - SP
zup-it-innovation;Zup IT Innovation;5eb21150a7e8c4bce173dd41;Gestão de Marketing;Product Market Growth;Gestão de Marketing;Crescimento do mercado de produtos;2018;2018;Tera;Tera Engenharia;-25.4391353;-49.26963199999999;Av. Sete de Setembro, 3165 - Rebouças, Curitiba - PR, 80230-901, Brasil;HP6J+84 Rebouças - Matriz, Curitiba - PR
zup-it-innovation;Zup IT Innovation;5eb21150a7e8c4bce173dd41;Relações Internacionais;Bacharelado;Relações Internacionais;Bacharelado;2014;2017;FECAP;FECAP - Campus Largo São Francisco;-23.5498531;-46.6361795;Largo São Francisco, 19 - Sé, São Paulo - SP, 01005-010, Brasil;F927+3G Sé - Se, São Paulo - SP
zup-it-innovation;Zup IT Innovation;5eb21150a7e8c4bce173dd41;Entrepreneurship & Innovation;Uncover, Unlock & Unleash;Empreendedorismo e Inovação;Descobrir, desbloquear e liberar;2018;;Hyper Island;Hyper Island Brazil;-23.5428136;-46.6366385;R. Cap. Salomão, 26 - 3 andar - Centro Histórico de São Paulo, São Paulo - SP, 01034-020, Brasil;F947+V8 Centro Histórico de São Paulo - Se, São Paulo - SP
zup-it-innovation;Zup IT Innovation;5eb21154a7e8c4bce173dd43;Direito;Bacharel;Direito;Bacharel;1994;1998;Ucsal;Universidade Católica do Salvador - UCSal;-12.9485141;-38.4133785;Av. Prof. Pinto de Aguiar, 2589 - Pituaçu, Salvador - BA, 41740-090, Brasil;3H2P+HJ Pituaçu - Calmon, Salvador - BA
zup-44c9;Zup;5eb21158a7e8c4bce173dd49;Ciência da Computação;Bacharelado;Ciência da Computação;Bacharelado;2004;2008;UNITRI - Centro Universitário do Triângulo;Centro Universitário do Triângulo Psicologia;-18.9568902;-48.2721192;Av. Nicomedes Alves dos Santos, 4545 - Gávea, Uberlândia - MG, 38411-106, Brasil;2PVH+65 Gávea, Uberlândia - MG
zup-44c9;Zup;5eb21158a7e8c4bce173dd49;Admin;Graduating;Admin;Graduação;2008;2012;Universidade Federal de Ouro Preto;Universidade Federal de Ouro Preto - UFOP;-20.3969645;-43.5095303;Rua Professor Paulo Magalhães Gomes, 122 - Bauxita, Ouro Preto - MG, 35400-000, Brasil;JF3R+65 Bauxita, Ouro Preto - MG
zup-44c9;Zup;5eb21158a7e8c4bce173dd49;Administração, Negócios e Marketing;Enterpreneurship Program;Administração, Negócios e Marketing;Programa de Empreendedorismo;2014;2014;Stanford University Graduate School of Business;Stanford Graduate School of Business;37.4280521;-122.1611732;655 Knight Way, Stanford, CA 94305, Estados Unidos;CRHQ+6G Stanford, California, Estados Unidos
zup-44c9;Zup;5eb2115aa7e8c4bce173dd4b;Business, Management, Marketing, and Related Support Services;Master of Business Administration - MBA;Negócios, administração, marketing e serviços de apoio relacionados;Mestre Em Administração De Empresas - MBA;2006;2007;ESPM Escola Superior de Propaganda e Marketing;ESPM;-23.59;-46.64;Rua Dr. Álvaro Alvim, 123 - Vila Mariana, São Paulo - SP, 04018-010, Brasil;C956+X2 Vila Mariana, São Paulo - SP
zup-44c9;Zup;5eb2115aa7e8c4bce173dd4b;Business Administration and Management, General;Bachelor's degree;Administração e Gerenciamento de Negócios, Geral;diploma de bacharel;2000;2005;Unitri - Centro Universitário do Triângulo;Centro Universitário do Triângulo Psicologia;-18.9568902;-48.2721192;Av. Nicomedes Alves dos Santos, 4545 - Gávea, Uberlândia - MG, 38411-106, Brasil;2PVH+65 Gávea, Uberlândia - MG
zup-44c9;Zup;5eb2115ca7e8c4bce173dd4d;;Executive Program;;Programa Executivo;2016;2016;Singularity University ;Singularity University;37.3883786;-121.9792585;2831 Mission College Blvd, Santa Clara, CA 95054, Estados Unidos;92QC+97 Santa Clara, California, Estados Unidos
zup-44c9;Zup;5eb2115ca7e8c4bce173dd4d;;international business;;negócios internacionais;;;Rollins College;Rollins College Hamilton Holt School;28.5933732;-81.352961;311 W Fairbanks Ave, Winter Park, FL 32789, Estados Unidos;HJVW+8R Winter Park, Florida, Estados Unidos
zup-44c9;Zup;5eb2115ca7e8c4bce173dd4d;Business Administration and Management, General;Graduate;Administração e Gerenciamento de Negócios, Geral;Graduado;2008;2009;Ibmec Business School;Ibmec RJ CENTRO  Faculdade, Pós-Graduação e MBA;-22.9123586;-43.17401539999999;Av. Pres. Wilson, 118 - Centro, Rio de Janeiro - RJ, 20030-020, Brasil;3RQG+39 Centro, Rio de Janeiro - RJ
zup-44c9;Zup;5eb21162a7e8c4bce173dd4f;Gestão de Marketing;Growth Hacking;Gestão de Marketing;Hack de crescimento;2017;2017;Gama Academy;Gama Academy;-23.5674139;-46.6844948;R. Cap. Antônio Rosa, 376 - Cj. 82 - Pinheiros, São Paulo - SP, 01443-900, Brasil;C8M8+26 Pinheiros, São Paulo - SP
zup-44c9;Zup;5eb21162a7e8c4bce173dd4f;Gestão de Marketing;Product Market Growth;Gestão de Marketing;Crescimento do mercado de produtos;2018;2018;Tera;Tera Engenharia;-25.4391353;-49.26963199999999;Av. Sete de Setembro, 3165 - Rebouças, Curitiba - PR, 80230-901, Brasil;HP6J+84 Rebouças - Matriz, Curitiba - PR
zup-44c9;Zup;5eb21162a7e8c4bce173dd4f;Relações Internacionais;Bacharelado;Relações Internacionais;Bacharelado;2014;2017;FECAP;FECAP - Campus Largo São Francisco;-23.5498531;-46.6361795;Largo São Francisco, 19 - Sé, São Paulo - SP, 01005-010, Brasil;F927+3G Sé - Se, São Paulo - SP
zup-44c9;Zup;5eb21162a7e8c4bce173dd4f;Entrepreneurship & Innovation;Uncover, Unlock & Unleash;Empreendedorismo e Inovação;Descobrir, desbloquear e liberar;2018;;Hyper Island;Hyper Island Brazil;-23.5428136;-46.6366385;R. Cap. Salomão, 26 - 3 andar - Centro Histórico de São Paulo, São Paulo - SP, 01034-020, Brasil;F947+V8 Centro Histórico de São Paulo - Se, São Paulo - SP
zup-44c9;Zup;5eb21164a7e8c4bce173dd51;Direito;Bacharel;Direito;Bacharel;1994;1998;Ucsal;Universidade Católica do Salvador - UCSal;-12.9485141;-38.4133785;Av. Prof. Pinto de Aguiar, 2589 - Pituaçu, Salvador - BA, 41740-090, Brasil;3H2P+HJ Pituaçu - Calmon, Salvador - BA
zuna-9793;Zuna;5eb2116ca7e8c4bce173dd55;Administração, Gestão de Pessoas, Cooperativismo, Incubadora de Empresas;;Administração, Gestão de Pessoas, Cooperativismo, Incubadora de Empresas;;2001;2003;Universidade de Cuiabá;UNIC Pantanal;-15.5773327;-56.0718741;Pantanal Shopping - Av. Historiador Rubens de Mendonça, 3300 - Jardim Aclimacao, Cuiabá - MT, 78050-250, Brasil;CWFH+37 Jardim Aclimacao, Cuiabá - MT
zuna-9793;Zuna;5eb2116ca7e8c4bce173dd55;Administração, Negócios, Gestão;Bacharel;Administração, Negócios, Gestão;Bacharel;2002;2006;UDF Centro Universitário;Centro Universitário do Distrito Federal - UDF;-15.8026769;-47.8994031;704/904 Seps Eq 702/902, Brasília - DF, 70390-045, Brasil;54W2+W6 Asa Sul - Brasília, DF
zuna-9793;Zuna;5eb2116ca7e8c4bce173dd55;Negociação, Gestão, CRM e Vendas;Extensão, Especialização;Negociação, Gestão, CRM e Vendas;Extensão, Especialização;2011;2011;FGV;ISAE Escola de Negócios;-25.4375869;-49.2697299;Av. Visc. de Guarapuava, 2943 - Centro, Curitiba - PR, 80010-100, Brasil;HP6J+X4 Centro - Matriz, Curitiba - PR
zuna-9793;Zuna;5eb2116ca7e8c4bce173dd55;Ensino Fundamental;;Ensino Fundamental;;1988;1991;Colégio Militar de Porto Alegre;Colégio Militar de Porto Alegre;-30.0388656;-51.2133747;Av. José Bonifácio, 363 - Farroupilha, Porto Alegre - RS, 90040-130, Brasil;XQ6P+FM Farroupilha, Porto Alegre - RS
zuna-9793;Zuna;5eb2116ca7e8c4bce173dd55;Administração, Planejamento Estratégico, Orçamento Público;;Administração, Planejamento Estratégico, Orçamento Público;;1997;2001;Universidade de Brasília;Universidade de Brasília;-15.7631573;-47.8706311;UnB - Brasília, DF, 70910-900, Brasil;64PH+PP Brasília, DF
zuna-9793;Zuna;5eb21170a7e8c4bce173dd57;Information System;Bachelor's degree;Sistema de informação;diploma de bacharel;2008;2012;Pontifícia Universidade Católica do Rio Grande do Sul;Pontifícia Universidade Católica do Rio Grande do Sul;-30.058925;-51.1730197;Av. Ipiranga, 6681 - Partenon, Porto Alegre - RS, 90619-900, Brasil;WRRG+CQ Partenon, Porto Alegre - RS
zuna-9793;Zuna;5eb21170a7e8c4bce173dd57;Parallel and Distributed Processing;Master in Computer Science;Processamento Paralelo e Distribuído;Mestre em Ciência da Computação;;;Pontifícia Universidade Católica do Rio Grande do Sul;Pontifícia Universidade Católica do Rio Grande do Sul;-30.058925;-51.1730197;Av. Ipiranga, 6681 - Partenon, Porto Alegre - RS, 90619-900, Brasil;WRRG+CQ Partenon, Porto Alegre - RS
zuna-9793;Zuna;5eb21175a7e8c4bce173dd59;RH;GESTÃO DE PESSOAS;RH;GESTÃO DE PESSOAS;2005;2005;Fundação Getulio Vargas;Fundação Getúlio Vargas;-23.199445;-45.8811161;Av. Dep. Benedito Matarazzo, 9403 - Jardim Oswaldo Cruz, São José dos Campos - SP, 12215-900 - Jardim Oswaldo Cruz, São José dos Campos - SP, 12215-900, Brasil;R429+6H Jardim Oswaldo Cruz, São José dos Campos - SP
zuna-9793;Zuna;5eb21175a7e8c4bce173dd59;Educação;Bacharelado em Pedagogia;Educação;Bacharelado em Pedagogia;1983;1986;Universidade São Marcos;Sociedade Civil de Educação São Marcos;-23.588037;-46.6106663;Av. Nazaré, 470 - Vila São José, São Paulo - SP, 04262-000, Brasil;C96Q+QP Vila São José - Ipiranga, São Paulo - SP
zuna-9793;Zuna;5eb21175a7e8c4bce173dd59;Educação;Pós Graduação em Didática do Ensino Superior;Educação;Pós Graduação em Didática do Ensino Superior;2010;2010;Universidade Santo Amaro - Unisa;UNISA - Campus Metrô Adolfo Pinheiro;-23.6510359;-46.7022645;Rua Isabel Schmidt, 349 - Santo Amaro, São Paulo - SP, 04743-030, Brasil;87XX+H3 Santo Amaro, São Paulo - SP
zuli-9a5c;Zuli;5eb21178a7e8c4bce173dd5f;Eletrônica;Técnico em Eletrônica;Eletrônica;Técnico em Eletrônica;2003;2005;Centro Federal de Educação Tecnológica de Minas Gerais;CEFET-MG - Campus II;-19.93906;-43.9991765;Av. Amazonas, 7675 - Nova Gameleira, Belo Horizonte - MG, 30510-000, Brasil;3262+98 Nova Gameleira, Belo Horizonte - MG
zuli-9a5c;Zuli;5eb21178a7e8c4bce173dd5f;Análise de Sistemas de Computação;Analista de Sistemas;Análise de Sistemas de Computação;Analista de sistemas;2005;2010;Pontifícia Universidade Católica de Minas Gerais;PUC Minas - Coração Eucarístico;-19.9228622;-43.992595;R. Dom José Gaspar, 500 - Coração Eucarístico, Belo Horizonte - MG, 30535-901, Brasil;32G4+VX Coração Eucarístico, Belo Horizonte - MG
zoop;Zoop;5eb21181a7e8c4bce173dd63;Computer Engineering;Master of Science (MSc) ;Engenharia de Computação;Mestrado em Ciências (MSc);2007;2009;Universidade Federal do Amazonas;UFAM;-3.1002387;-59.9765537;Av. General Rodrigo Octavio Jordão Ramos, 1200 - Coroado I, Manaus - AM, 69067-005, Brasil;V2XF+W9 Coroado, Manaus - AM
zoop;Zoop;5eb21181a7e8c4bce173dd63;Executive program, Innovation and Technology for Development;;Programa Executivo, Inovação e Tecnologia para o Desenvolvimento;;2010;2010;Harvard University;Universidade Harvard;42.3770029;-71.11666009999999;Cambridge, MA, Estados Unidos;9VGM+R8 Cambridge, Massachusetts, Estados Unidos
zoop;Zoop;5eb21181a7e8c4bce173dd63;Information Systems;Bachelor of Science (BSc);Sistemas de informação;Bacharel em Ciências (BSc);2005;2006;ULBRA;Universidade ULBRA EAD- Polo Curitiba;-25.435359;-49.2687986;R. Lourenço Pinto, 196 - Centro, Curitiba - PR, 81610-180, Brasil;HP7J+VF Centro - Matriz, Curitiba - PR
zoop;Zoop;5eb21181a7e8c4bce173dd63;;Naspers Leadership AcceleratorField Of StudyOrganizational Leadership;;`` A gente não sabe o que fazer, mas não sabe o que fazer.;2018;2018;THNK School of Creative Leadership;THNK School of Creative Leadership;52.37156239999999;4.8841638;Keizersgracht 264, 1016 EV Amsterdam, Países Baixos;9VCM+JM Amsterdã, Países Baixos
zoop;Zoop;5eb21181a7e8c4bce173dd63;Computer Science;Bachelor of Science (BSc);Ciência da Computação;Bacharel em Ciências (BSc);1998;2002;Universidade Católica de Petrópolis;Universidade Católica de Petrópolis;-22.510821;-43.1844264;R. Barão do Amazonas, 124 - Centro, Petrópolis - RJ, 25685-100, Brasil;FRQ8+M6 Centro, Petrópolis - RJ
zoop;Zoop;5eb21188a7e8c4bce173dd65;Systems Engineering;PhD;Engenharia de sistemas;Doutorado;2000;2004;UFRJ - Universidade Federal do Rio de Janeiro;Universidade Federal do Rio de Janeiro;-22.8617077;-43.2234035;Av. Pedro Calmon, 550 - Cidade Universitária da Universidade Federal do Rio de Janeiro, Rio de Janeiro - RJ, 21941-901, Brasil;4QQG+8J Cidade Universitária da Universidade Federal do Rio de Janeiro, Rio de Janeiro - RJ
zoop;Zoop;5eb21188a7e8c4bce173dd65;Computer Science;BSc;Ciência da Computação;BSc;1993;1997;PUC-RJ;Pontifícia Universidade Católica (PUC);-22.9793966;-43.2330873;R. Marquês de São Vicente, 225 - Gávea, Rio de Janeiro - RJ, 22451-900, Brasil;2QC8+6Q Gávea, Rio de Janeiro - RJ
zoop;Zoop;5eb21188a7e8c4bce173dd65;Systems Engineering, COPPE;MSc;Engenharia de Sistemas, COPPE;Mestrado;2000;2004;Universidade Federal do Rio de Janeiro;Universidade Federal do Rio de Janeiro;-22.8617077;-43.2234035;Av. Pedro Calmon, 550 - Cidade Universitária da Universidade Federal do Rio de Janeiro, Rio de Janeiro - RJ, 21941-901, Brasil;4QQG+8J Cidade Universitária da Universidade Federal do Rio de Janeiro, Rio de Janeiro - RJ
zoop;Zoop;5eb2118fa7e8c4bce173dd67;Engenharia Civil;Engineer's degree;Engenharia Civil;diploma de engenheiro;1979;1983;Pontifícia Universidade Católica do Rio de Janeiro;Pontifícia Universidade Católica (PUC);-22.9793966;-43.2330873;R. Marquês de São Vicente, 225 - Gávea, Rio de Janeiro - RJ, 22451-900, Brasil;2QC8+6Q Gávea, Rio de Janeiro - RJ
zoop;Zoop;5eb2118fa7e8c4bce173dd67;Business Administration and Management, General;Executive Programme;Administração e Gerenciamento de Negócios, Geral;Programa Executivo;2014;2014;INSEAD;Institut européen d'administration des affaires;48.4056186;2.6861667;Boulevard de Constance, 77300 Fontainebleau, França;CM4P+6F Fontainebleau, França
zoop;Zoop;5eb2118fa7e8c4bce173dd67;;;;;1966;1978;Eliezer Max;Escola Eliezer Max;-22.9372399;-43.1900894;R. das Laranjeiras, 401 - Laranjeiras, Rio de Janeiro - RJ, 22240-005, Brasil;3R75+4X Laranjeiras, Rio de Janeiro - RJ
zoop;Zoop;5eb2118fa7e8c4bce173dd67;Business;MBA;O negócio;MBA;1993;1994;;;;;;
zoop;Zoop;5eb2118fa7e8c4bce173dd67;Civil Engineering;Bachelor in Structures;Engenharia Civil;Bacharel em Estruturas;1979;1984;Pontifícia Universidade Católica do Rio de Janeiro;Pontifícia Universidade Católica (PUC);-22.9793966;-43.2330873;R. Marquês de São Vicente, 225 - Gávea, Rio de Janeiro - RJ, 22451-900, Brasil;2QC8+6Q Gávea, Rio de Janeiro - RJ
zoonk;Zoonk;5eb21192a7e8c4bce173dd6b;;MBA Inovação e Futurismo;;MBA Inovação e Futurismo;2017;2018;Universidade Cruzeiro do Sul;Universidade Cruzeiro do Sul;-25.4606494;-49.2886197;R. Santa Catarina, 65 - Água Verde, Curitiba - PR, 80620-100, Brasil;GPQ6+PH Água Verde - Fazendinha/Portão, Curitiba - PR
zoonk;Zoonk;5eb21192a7e8c4bce173dd6b;Administração Pública;Bacharelado em Administração;Administração Pública;Bacharelado em Administração;;;Universidade de Brasília;Universidade de Brasília;-15.7631573;-47.8706311;UnB - Brasília, DF, 70910-900, Brasil;64PH+PP Brasília, DF
zoonk;Zoonk;5eb21192a7e8c4bce173dd6b;Administração de Empresas;Bacharelado em Administração;Administração de Empresas;Bacharelado em Administração;;;Universidade de Brasília;Universidade de Brasília;-15.7631573;-47.8706311;UnB - Brasília, DF, 70910-900, Brasil;64PH+PP Brasília, DF
zipernet;Zipernet;5eb21195a7e8c4bce173dd6f;;Ensino Médio ;;Ensino Médio ;;;Escola Santa Catarina;Eeb Santa Catarina;-26.2450965;-48.632364;R. Barão do Rio Branco, 794 - Centro, São Francisco do Sul - SC, 89240-000, Brasil;Q939+X3 Centro, São Francisco do Sul - SC
zipernet;Zipernet;5eb21195a7e8c4bce173dd6f;Sistemas de Informação;Bacharelado;Sistemas de Informação;Bacharelado;;;Universidade do Vale do Rio dos Sinos;Universidade do Vale do Rio dos Sinos - Campus São Leopoldo;-29.7955145;-51.1521175;Av. Unisinos, 950 - Cristo Rei, São Leopoldo - RS, 93022-750, Brasil;6R3X+Q5 Cristo Rei, São Leopoldo - RS
zig-pay;ZigPay;5eb21199a7e8c4bce173dd75;;Pos-Graduacao em Financas  Corporativas;;Pós-graduação em Finanças Corporativas;2002;2003;Fundação Getulio Vargas;Fundação Getúlio Vargas;-23.199445;-45.8811161;Av. Dep. Benedito Matarazzo, 9403 - Jardim Oswaldo Cruz, São José dos Campos - SP, 12215-900 - Jardim Oswaldo Cruz, São José dos Campos - SP, 12215-900, Brasil;R429+6H Jardim Oswaldo Cruz, São José dos Campos - SP
zig-pay;ZigPay;5eb21199a7e8c4bce173dd75;;Engenharia Civil;;Engenharia Civil;1993;1997;Universidade Federal da Bahia;Universidade Federal da Bahia Campus Ondina;-13.003676;-38.5100127;Av. Adhemar de Barros, s/nº - Ondina, Salvador - BA, 40170-110, Brasil;XFWQ+GX Ondina, Salvador - BA
zig-pay;ZigPay;5eb21199a7e8c4bce173dd75;;Master of Business Administration (MBA);;Master of Business Administration (MBA);2004;2006;MIT Sloan School of Management;MIT Sloan School of Management;42.3609974;-71.08290869999999;100 Main St, Cambridge, MA 02142, Estados Unidos;9W68+9R Cambridge, Massachusetts, Estados Unidos
zig-pay;ZigPay;5eb2119ca7e8c4bce173dd77;MBA;MBA;MBA;MBA;2003;2005;;;;;;
zig-pay;ZigPay;5eb2119ca7e8c4bce173dd77;Analytical Finance and Economics;MBA;Finanças e Economia Analítica;MBA;2003;2005;University of Chicago;Universidade de Chicago;41.7886079;-87.5987133;5801 S Ellis Ave, Chicago, IL 60637, Estados Unidos;QCQ2+CG Chicago, Illinois, Estados Unidos
zig-pay;ZigPay;5eb2119ea7e8c4bce173dd79;Administração e Finanças;MBA;Administração e Finanças;MBA;2001;2002;FGV;ISAE Escola de Negócios;-25.4375869;-49.2697299;Av. Visc. de Guarapuava, 2943 - Centro, Curitiba - PR, 80010-100, Brasil;HP6J+X4 Centro - Matriz, Curitiba - PR
zig-pay;ZigPay;5eb211a2a7e8c4bce173dd7b;Engenharia Elétrica e Eletrônica;Bacharelado em Engenharia;Engenharia Elétrica e Eletrônica;Bacharelado em Engenharia;2014;2015;University of Strathclyde;Universidade de Strathclyde;55.86211119999999;-4.242390299999999;16 Richmond St, Glasgow G1 1XQ, Reino Unido;VQ65+R2 Glasgow, Reino Unido
zig-pay;ZigPay;5eb211a2a7e8c4bce173dd7b;;;;;2002;2010;Colégio Antônio Vieira;Antonio Vieira, C E Pe-Ef M;-25.5126297;-49.1832249;Cj Ura, R. Teresa Nester, 380, São José dos Pinhais - PR, 83045-290, Brasil;FRP8+WP Afonso Pena, São José dos Pinhais - PR
zig-pay;ZigPay;5eb211a2a7e8c4bce173dd7b;;Electrical Engineer;;Engenheiro elétrico;2011;2017;Universidade Federal da Bahia;Universidade Federal da Bahia Campus Ondina;-13.003676;-38.5100127;Av. Adhemar de Barros, s/nº - Ondina, Salvador - BA, 40170-110, Brasil;XFWQ+GX Ondina, Salvador - BA
zig-pay;ZigPay;5eb211a2a7e8c4bce173dd7b;Tecnologia da Informação;Gestão em tecnologia da informação;Tecnologia da Informação;Gestão em tecnologia da informação;2018;2020;FIAP;FIAP;-23.5951056;-46.6871154;Rua Fidêncio Ramos 308 -7th floor - Torre A - Vila Olímpia, 04551-902, Brasil;C837+X5 Vila Olímpia - Itaim Bibi, São Paulo - SP
zig-pay;ZigPay;5eb211a4a7e8c4bce173dd7d;Engenharia Elétrica;Bacharelado em Engenharia;Engenharia Elétrica;Bacharelado em Engenharia;2009;2014;UFBA - Universidade Federal da Bahia;Universidade Federal da Bahia Campus Ondina;-13.003676;-38.5100127;Av. Adhemar de Barros, s/nº - Ondina, Salvador - BA, 40170-110, Brasil;XFWQ+GX Ondina, Salvador - BA
zextras;ZeXtras;5eb211a7a7e8c4bce173dd83;Informatyka;Magister (Mgr);Informatics;Mestrado (Mgr);;;Uniwersytet lski w Katowicach;University of Silesia in Katowice;50.2607501;19.0287157;Bankowa 12, 40-007 Katowice, Polônia;726H+8F Katovice, Polônia
zeus-agrotech;Zeus Agrotech;5eb211aaa7e8c4bce173dd87;Agronomy;Graduation;Agronomia;Graduação;1993;1997;;;;;;
zeus-agrotech;Zeus Agrotech;5eb211aaa7e8c4bce173dd87;Economics;Master's degree;Economia;Mestrado;2002;2004;;;;;;
zenpet;Zenpet;5eb211afa7e8c4bce173dd91;Engenharia Elétrica e Eletrônica;Bacharelado em Engenharia;Engenharia Elétrica e Eletrônica;Bacharelado em Engenharia;2002;2004;;;;;;
zenpet;Zenpet;5eb211afa7e8c4bce173dd91;P&D de Sistemas Eletrônicos;Tecnólogo;P&D de Sistemas Eletrônicos;Tecnólogo;2006;2008;IFSC - Instituto Federal de Santa Catarina;IFSC Câmpus Florianópolis;-27.5942369;-48.5431402;Av. Mauro Ramos, 950 - Centro, Florianópolis - SC, 88020-300, Brasil;CF44+8P Centro, Florianópolis - SC
zenpet;Zenpet;5eb211afa7e8c4bce173dd91;Tecnologia em Engenharia Elétrica e Eletrônica;Técnico ;Tecnologia em Engenharia Elétrica e Eletrônica;Técnico;2000;2001;Centro Federal de Educação Tecnológica de Santa Catarina;IFSC Câmpus Jaraguá do Sul;-26.4771325;-49.08982040000001;Av. Getúlio Vargas, 830 - Centro, Jaraguá do Sul - SC, 89251-000, Brasil;GWF6+43 Centro, Jaraguá do Sul - SC
zenklub;Zenklub;5eb211b6a7e8c4bce173dd95;;Master of Medicine;;Mestrado em Medicina;2010;2011;Medizinische Universität Innsbruck - Austria;Medizinische Universität Innsbruck;47.2627288;11.3844484;Christoph-Probst-Platz 1, Innrain 52 A, 6020 Innsbruck, Áustria;797M+3Q Innsbruck, Áustria
zenklub;Zenklub;5eb211b6a7e8c4bce173dd95;;Master of Medicine;;Mestrado em Medicina;2007;2013;Universidade do Porto - Instituto de Ciências Biomédicas de Abel Salazar;Instituto de Ciências Biomédicas Abel Salazar - U.Porto;41.14782539999999;-8.6242254;R. Jorge de Viterbo Ferreira 228, 4050-313 Porto, Portugal;49XG+48 Porto, Portugal
